Date,Country,Region,Isolated,IntensiveCare,TotalHospitalized,Hospitalized,Infected,Deceased
2020-04-04T00:00:00,RUS,Yakutia,15,0,0,0,15,0
2020-04-04T00:00:00,RUS,Yamalo-Nenets AO,2,0,0,0,2,0
2020-04-04T00:00:00,RUS,Yaroslavl,3,0,0,0,3,0
2020-04-04T00:00:00,RUS,Zabaykalsky,1,0,0,0,1,0
2020-04-04T00:00:00,ROU,Alba,1,0,0,0,1,0
2020-04-04T00:00:00,ROU,Arad,0,0,0,0,0,11
2020-04-04T00:00:00,ROU,Bacau,0,0,0,0,0,4
2020-04-04T00:00:00,ROU,Bihor,5,0,0,0,5,0
2020-04-04T00:00:00,ROU,Bistrița-Năsăud,0,0,0,0,0,5
2020-04-04T00:00:00,ROU,Botosani,0,0,0,0,0,1
2020-04-04T00:00:00,ROU,Bralia,2,0,0,0,2,0
2020-04-04T00:00:00,ROU,Brasov,15,0,0,0,15,0
2020-04-04T00:00:00,ROU,Bucuresti,0,0,0,0,0,12
2020-04-04T00:00:00,ROU,Buzau,5,0,0,0,5,0
2020-04-04T00:00:00,ROU,Calarasi,2,0,0,0,2,0
2020-04-04T00:00:00,ROU,Caras-Severin,0,0,0,0,0,2
2020-04-04T00:00:00,ROU,Cluj,0,0,0,0,0,1
2020-04-04T00:00:00,ROU,Constanta,0,0,0,0,0,2
2020-04-04T00:00:00,ROU,Covasna,0,0,0,0,0,1
2020-04-04T00:00:00,ROU,Dambovita,0,0,0,0,0,2
2020-04-04T00:00:00,ROU,Dolj,0,0,0,0,0,2
2020-04-04T00:00:00,ROU,Galati,0,0,0,0,0,2
2020-04-04T00:00:00,ROU,Giurgiu,2,0,0,0,2,0
2020-04-04T00:00:00,ROU,Gorj,3,0,0,0,3,0
2020-04-04T00:00:00,ROU,Hunedoara,0,0,0,0,0,11
2020-04-04T00:00:00,ROU,Ialomita,0,0,0,0,0,9
2020-04-04T00:00:00,ROU,Iasi,0,0,0,0,0,2
2020-04-04T00:00:00,ROU,Ilfov,0,0,0,0,0,1
2020-04-04T00:00:00,ROU,Maramureș,15,0,0,0,15,0
2020-04-04T00:00:00,ROU,Mehedinti,0,0,0,0,0,1
2020-04-04T00:00:00,ROU,Mures,0,0,0,0,0,2
2020-04-04T00:00:00,ROU,Neamt,0,0,0,0,0,6
2020-04-04T00:00:00,ROU,Olt,2,0,0,0,2,0
2020-04-04T00:00:00,ROU,Prahova,2,0,0,0,2,0
2020-04-04T00:00:00,ROU,Salaj,1,0,0,0,1,0
2020-04-04T00:00:00,ROU,Satu Mare,0,0,0,0,0,2
2020-04-04T00:00:00,ROU,Suceava,0,0,0,0,0,41
2020-04-04T00:00:00,ROU,Teleorman,0,0,0,0,0,1
2020-04-04T00:00:00,ROU,Timis,0,0,0,0,0,7
2020-04-04T00:00:00,ROU,Tulcea,5,0,0,0,5,0
2020-04-04T00:00:00,ROU,Unknown,3183,0,0,0,3183,4
2020-04-04T00:00:00,ROU,Valcea,2,0,0,0,2,0
2020-04-04T00:00:00,ROU,Vrancea,0,0,0,0,0,1
2020-04-04T00:00:00,POL,Dolnośląskie,384,0,0,0,384,6
2020-04-04T00:00:00,POL,Kujawsko-pomorskie,160,0,0,0,160,1
2020-04-04T00:00:00,POL,Łódzkie,236,0,0,0,236,1
2020-04-04T00:00:00,POL,Lubelskie,155,0,0,0,155,6
2020-04-04T00:00:00,POL,Lubuskie,50,0,0,0,50,0
2020-04-04T00:00:00,POL,Małopolskie,258,0,0,0,258,5
2020-04-04T00:00:00,POL,Mazowieckie,802,0,0,0,802,14
2020-04-04T00:00:00,POL,Opolskie,79,0,0,0,79,1
2020-04-04T00:00:00,POL,Podkarpackie,125,0,0,0,125,4
2020-04-04T00:00:00,POL,Podlaskie,67,0,0,0,67,0
2020-04-04T00:00:00,POL,Pomorskie,75,0,0,0,75,0
2020-04-04T00:00:00,POL,Śląskie,431,0,0,0,431,14
2020-04-04T00:00:00,POL,Świętokrzyskie,71,0,0,0,71,1
2020-04-04T00:00:00,POL,Warmińsko-mazurskie,72,0,0,0,72,0
2020-04-04T00:00:00,POL,Wielkopolskie,212,0,0,0,212,10
2020-04-04T00:00:00,POL,Zachodniopomorskie,89,0,0,0,89,2
2020-04-04T00:00:00,NOR,Agder,221,0,0,0,221,0
2020-04-04T00:00:00,NOR,Innlandet,350,0,0,0,350,0
2020-04-04T00:00:00,NOR,Møre og Romsdal,106,0,0,0,106,0
2020-04-04T00:00:00,NOR,Nordland,71,0,0,0,71,0
2020-04-04T00:00:00,NOR,NOT SPECIFIED,0,0,0,0,0,44
2020-04-04T00:00:00,NOR,Oslo,1438,0,0,0,1438,0
2020-04-04T00:00:00,NOR,Outside mainland Norway,1,0,0,0,1,0
2020-04-04T00:00:00,NOR,Rogaland,351,0,0,0,351,0
2020-04-04T00:00:00,NOR,Troms og Finnmark,176,0,0,0,176,0
2020-04-04T00:00:00,NOR,Trøndelag,352,0,0,0,352,0
2020-04-04T00:00:00,NOR,Unknown,1,0,0,0,1,0
2020-04-04T00:00:00,NOR,Unknown county,3,0,0,0,3,0
2020-04-04T00:00:00,NOR,Vestfold og Telemark,201,0,0,0,201,0
2020-04-04T00:00:00,NOR,Vestland,525,0,0,0,525,0
2020-04-04T00:00:00,NOR,Viken,1416,0,0,0,1416,0
2020-04-04T00:00:00,MKD,North Macedonia,354,0,0,0,354,11
2020-04-04T00:00:00,MNE,Montenegro,160,0,0,0,160,2
2020-04-04T00:00:00,MCO,Monaco,64,0,0,0,64,1
2020-04-04T00:00:00,MDA,Kishinev,423,0,0,0,423,5
2020-04-04T00:00:00,MDA,Moldova,505,0,0,0,505,6
2020-04-04T00:00:00,LUX,Luxembourg,2612,0,0,0,2612,31
2020-04-04T00:00:00,LTU,Lithuania,696,0,0,0,696,9
2020-04-04T00:00:00,LIE,Liechtenstein,75,0,0,0,75,0
2020-04-04T00:00:00,LIE,NOT SPECIFIED,0,0,0,0,0,0
2020-04-04T00:00:00,LVA,Latvia,493,0,0,0,493,0
2020-04-04T00:00:00,IRL,Ireland,3849,0,0,0,3849,98
2020-04-04T00:00:00,ISL,Abroad,0,0,0,0,0,0
2020-04-04T00:00:00,ISL,East Iceland,6,0,0,0,6,0
2020-04-04T00:00:00,ISL,Greater Reykjavík,1006,0,0,0,1006,0
2020-04-04T00:00:00,ISL,Northeast Iceland,37,0,0,0,37,0
2020-04-04T00:00:00,ISL,Northwest Iceland,32,0,0,0,32,0
2020-04-04T00:00:00,ISL,NOT SPECIFIED,38,0,0,0,38,0
2020-04-04T00:00:00,ISL,South Iceland,128,0,0,0,128,0
2020-04-04T00:00:00,ISL,Suðurnes Peninsula,64,0,0,0,64,0
2020-04-04T00:00:00,ISL,West Fjords,27,0,0,0,27,0
2020-04-04T00:00:00,ISL,West Iceland,26,0,0,0,26,0
2020-04-04T00:00:00,GRC,Achaea,22,0,0,0,22,1
2020-04-04T00:00:00,GRC,Argolis,1,0,0,0,1,0
2020-04-04T00:00:00,GRC,Arkadias,3,0,0,0,3,0
2020-04-04T00:00:00,GRC,Arta,7,0,0,0,7,0
2020-04-04T00:00:00,GRC,Athens,641,0,0,0,641,27
2020-04-04T00:00:00,GRC,Athos,4,0,0,0,4,0
2020-04-04T00:00:00,GRC,Beozia,1,0,0,0,1,0
2020-04-04T00:00:00,GRC,Chania,1,0,0,0,1,0
2020-04-04T00:00:00,GRC,Corfu,1,0,0,0,1,0
2020-04-04T00:00:00,GRC,Corinth,2,0,0,0,2,0
2020-04-04T00:00:00,GRC,Cyclades,1,0,0,0,1,0
2020-04-04T00:00:00,GRC,Dodecaneso,1,0,0,0,1,0
2020-04-04T00:00:00,GRC,Drama,3,0,0,0,3,0
2020-04-04T00:00:00,GRC,East Attica,57,0,0,0,57,0
2020-04-04T00:00:00,GRC,Elis,46,0,0,0,46,2
2020-04-04T00:00:00,GRC,Euboea,23,0,0,0,23,0
2020-04-04T00:00:00,GRC,Evros,6,0,0,0,6,1
2020-04-04T00:00:00,GRC,Florina,1,0,0,0,1,0
2020-04-04T00:00:00,GRC,Heraklion,10,0,0,0,10,1
2020-04-04T00:00:00,GRC,Ikaria,1,0,0,0,1,0
2020-04-04T00:00:00,GRC,Ioannina,2,0,0,0,2,0
2020-04-04T00:00:00,GRC,Kastoria,36,0,0,0,36,8
2020-04-04T00:00:00,GRC,Kavalas,3,0,0,0,3,0
2020-04-04T00:00:00,GRC,Kefalonia,1,0,0,0,1,0
2020-04-04T00:00:00,GRC,Khalkidiki,1,0,0,0,1,0
2020-04-04T00:00:00,GRC,Khios,1,0,0,0,1,0
2020-04-04T00:00:00,GRC,Kilkis,3,0,0,0,3,0
2020-04-04T00:00:00,GRC,Kozani,16,0,0,0,16,8
2020-04-04T00:00:00,GRC,Laconia,1,0,0,0,1,0
2020-04-04T00:00:00,GRC,Larissa,13,0,0,0,13,0
